Filename852-delno	Pade v menu	CategoryTag	Tag1	Področje	Tag3	Podlaga	Tehnika	Tag6	Tag7	Tag8	Tag9
(NA SPLETU) Mnenje glede pravice do izbrisa osebnih podatkov pri ponudniku interneta.odt	IP RS | Mnenja IP	Mnenje IP	internet						pravica do izbrisa		
(NA SPLETU) Mnenje glede soglasij polnoletnih dijakov za vpogled stareτev v njihove ocene_(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP	DPIA					dostop do podatkov	privolitev	vpogled	
(NA SPLETU) Mnenje glede zahtev pogodbenih obdelovalcev do upravljavcev osebnih podatkov.odt	IP RS | Mnenja IP	Mnenje IP						obdelovalec			
(NA SPLETU) Mnenje glede zbiranja podatkov o porabi vode.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) mnenje_ posredovanje OP policiji_(M)_Kavτek.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP			policija			
(NA SPLETU) Mnenje_Izbris OP kandidatov na lokalnih volitvah.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
(NA SPLETU) mnenje_izdaja izpiskov iz matiƒnega registra_Tina.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) mnenje_uporaba GDPR,4.6.2018.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
(NA SPLETU) mnenje_zbiranje podatkov PNR in API o letalskih potnikih_Tina.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) Mnenje_Zvoƒno snemanje sestankov v zasebnem sektorju_(M)_Kuτeviå.odt	IP RS | Mnenja IP	Mnenje IP	snemanje								
(NA SPLETU) nagradna igra po GDPR.odt	IP RS | Mnenja IP	Mnenje IP	GDPR		nagradna igra						
(NA SPLETU) Nakup spletne trgovine in baze podatkov_(M)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) obdelava OP etaºnih lastnikov.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) Obdelava OP v okviru telekomunikacijskih storitev_(M)_Drev.odt	IP RS | Mnenja IP	Mnenje IP			telekomunikacije						
(NA SPLETU) obdelovalec vs. upravljavec_7.6.18.odt	IP RS | Mnenja IP	Mnenje IP						obdelovalec			
(NA SPLETU) objava fotografij otroka na FB s strani rejnika_(EM)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP	otroci		fotografija						
(NA SPLETU) obveτƒanje ƒlanov in neƒlanov o delovanju druτtva.odt	IP RS | Mnenja IP	Mnenje IP			društvo						
(NA SPLETU) OP javnih usluºbencev v zvezi z napredovanji_(M)_Kuτeviå.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) OP starτev za τolsko prehrano.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo							
(NA SPLETU) osebni podatki etaºnih lastnikov_(M)_Benkoviƒ Kraτovec.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) plaƒilo sindikalne ƒlanarine_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP	plače					sindikat			
(NA SPLETU) podlaga za obdelavo podatkov pri poτiljanju paketov.odt	IP RS | Mnenja IP	Mnenje IP						pravni temelj			
(NA SPLETU) posredovanje podatkov CSD_(M)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						
(NA SPLETU) posredovanje podatkov rtv - elektro.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						
(NA SPLETU) posredovanje zdravstvenih podatkov odpuτƒenih pacientov patronaºni sluºbi_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo	PosredovanjeOP						
(NA SPLETU) poτiljanje ƒestitk javnim usluºbencem_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) pravica druºbenika do informacij in vpogleda_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
(NA SPLETU) prenos OP v ZDA, biometriƒni podatki_Neja.odt	IP RS | Mnenja IP	Mnenje IP		biometrija	prenos podatkov						
(NA SPLETU) videonadzor_(M)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
(NA SPLETU) zaraƒunavanje odjema digitalnih fotografij_(M)_Benkoviƒ Kraτovec.odt	IP RS | Mnenja IP	Mnenje IP			fotografija						
(NA SPLETU) zdravstveni pregledi delavcev, pogodbena obdelava_(M)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP			pogodbena obdelava						Zdravstvo
(NA SPLETU) zdruºljivost funkcij pooblaτƒene osebe.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU) zvoƒno snemanje_(M)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP	snemanje								
(NA SPLETU)Jezik spletne strani in pristojnost poljskega nadzornega organa_(M)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP						pristojnost IP			
(NA SPLETU)komunikacija znotraj sveta starτev_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU)Mnenje glede pametnih mest_(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU)mnenje_obdelava osebnih podatkov ƒlanov sindikata_Tina.odt	IP RS | Mnenja IP	Mnenje IP						sindikat			
(NA SPLETU)mnenje_pogodbena obdelava, upravnik_(M)_Kavτek.odt	IP RS | Mnenja IP	Mnenje IP			pogodbena obdelava						
(NA SPLETU)OP kandidatov na lokalnih volitvah_(EM)_Kuτeviå.odt	IP RS | Mnenja IP	Mnenje IP									
(NA SPLETU)podatki o ºivljenjskih stroτkih ob pridobivanju kredita_(M)_Leitinger Okrτlar.odt	IP RS | Mnenja IP	Mnenje IP						banka			
(NA SPLETU)posredovanje OP zaposlenih_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP	delovno razmerje		PosredovanjeOP						
(NA SPLETU)privolitev_(M)_Kavτek.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
(NA SPLETU)razkritje zdravstvene dokumentacije svojcem pacienta_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo							
(NA SPLETU)zavrºeni dokumenti z OP,obƒinska inτpekcija_(EM)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP									
(NE OBJAVI)Organizacija nagradne igre_(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP			nagradna igra						
(obdelava davƒne τtevilke)_(EM)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP						davčna številka			
(Obdelava zdravstvenih podatkov v bolniτnici za potrebe raziskave) 1_(EM)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP									Zdravstvo
(posredovanje delavƒeve dokumentacije naroƒniku)_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						
(posredovanje podatkov o uƒencih zdravstvenemu domu).odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						Zdravstvo
(posredovanje posebnih katergorij OP patronaºi in socialno varstvenim zavodom).odt	IP RS | Mnenja IP	Mnenje IP	javni zavod		PosredovanjeOP						
(Posredovanje povzetka poroƒila o strokovnem nadzoru predlagateljem nadzora)_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						
(posredovanje seznama otrok ZD)_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP	otroci		PosredovanjeOP						
(posredovanje zdravstvene dokumentacije med osebnim zdravnikom in medicino dela).odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						Zdravstvo
(pridobivanje podatkov o zdravnikih s strani delodajalca).odt	IP RS | Mnenja IP	Mnenje IP									Zdravstvo
(Pripomba)MP_predlog sprememb in dopolnitev ZIntPK_30112018.odt	IP RS | Mnenja IP	Mnenje IP									
(privolitev za posredovanje ZD zapornika novemu IOZ).odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP				privolitev		
(razkritje dokumentacije druºbeniku).odt	IP RS | Mnenja IP	Mnenje IP									
(razkritje OP drugih oseb pri seznanitvi z lastnimi OP)_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP									
(Razkritje podatkov o opustitvi obveznega cepljenja ZIRS-u)_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP									
(seznanitev z drºavnotoºilskim spisom s strani upraviƒene osebe).odt	IP RS | Mnenja IP	Mnenje IP			dostop do podatkov						
(seznanitev z zdravstveno dokumentacijo prek zastopnika pacientovih pravic po ZPacP).odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo	dostop do podatkov						
(vpogled v staro cerkveno gradivo_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP	cerkev					dostop do podatkov		vpogled	
(Zakon o kolektivnem upravljanju avtorske in sorodnih pravic).odt	IP RS | Mnenja IP	Mnenje IP									
- CSD.odt	IP RS | Mnenja IP	Mnenje IP									
Access to SIS II data_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
ali lahko delodajalec vpogleda v e-poτto, datoteke na raƒunalniku zaposlenega_(EM)_PetraLK,6.12.2018.odt	IP RS | Mnenja IP	Mnenje IP	delovno razmerje					dostop do podatkov		vpogled	
ali sme banka spraτevati po politiƒni usmerjenosti - mnenje MLO_(M)_Leitinger Okrτlar.odt	IP RS | Mnenja IP	Mnenje IP			banka						
Analitiƒni piτkotki in privolitev_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		Piškotki
Anketa za javne usluºbence in mailing lista novinarjev_(M)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP								novinarstvo	
B2B neposredno trºenje.odt	IP RS | Mnenja IP	Mnenje IP								neposredno trženje	
banke in info. o prodajnem mestu POS terminali_(M)_Ratajec.odt	IP RS | Mnenja IP	Mnenje IP			banka						
Banƒni izpisi prihodkov in odhodkov CSD_mnenje.odt	IP RS | Mnenja IP	Mnenje IP									
Beleºenje datuma sprejema piτkotkov_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									Piškotki
Beleºenje vpogleda v personalne mape_(EM)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
Brez dovoljenja objavljene fotografije na Facebooku_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	Facebook		fotografija						
brisanje poroƒila o ºrebanju - mnenje MLO.odt	IP RS | Mnenja IP	Mnenje IP									
CRPP in obdelava podatkov pacientov_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo							
davƒna τtevilka in drugi podatki po telefonu operaterju_(EM)_Neja.odt	IP RS | Mnenja IP	Mnenje IP						davčna številka			
Definicija osebnih podatkov - DODATNO_(EM)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
Definicija osebnih podatkov _(EM)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
delavƒevi podatki o obisku spletnih strani_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									
delovna razmerja in privolitev, poroƒanje EK, 6.8.2018.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje				privolitev		
Delovna razmerja privolitev_(M)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje				privolitev		
delovna razmerja, obdelava znotraj upravljavca_(M)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje						
delovna razmerja, vpogled v lastne OP,28.8.2018_(M)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje			dostop do podatkov		vpogled	
Distribucija elektriƒne energije_vpraτanje statusa upravljavca glede na elektrodistribucijska podjetja.odt	IP RS | Mnenja IP	Mnenje IP									
Dokazna presoja sodiτƒ_(EM)_Mohar.odt	IP RS | Mnenja IP	Mnenje IP			sodstvo						
Dolznost imenovanja DPO in podlaga_GDPR_Nuτa.odt	IP RS | Mnenja IP	Mnenje IP	GDPR		DPO			pravni temelj			
dostop do elektornskih naslovov slovenskih kmetij_(EM)_Novak.odt	IP RS | Mnenja IP	Mnenje IP								dostopne pravice	
Dostop do evidenc, ki jih vodi javni sklad_(M)_Kuτeviå.odt	IP RS | Mnenja IP	Mnenje IP								dostopne pravice	evidence
dostop do gradiva izbirnega postopka_(M)_Pleterski.odt	IP RS | Mnenja IP	Mnenje IP								dostopne pravice	
dostop do OP pacientov s strani projektne skupine MZ_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo						dostopne pravice	
dostop notranjega revizorja do MFERAC_(M)_Katja_10.12.18.odt	IP RS | Mnenja IP	Mnenje IP								dostopne pravice	
dostop stranke do posnetka oziroma zapisnika obravnave na sodiτƒu_(M)_PetraLK,27.11.2018.odt	IP RS | Mnenja IP	Mnenje IP			sodstvo					dostopne pravice	
dostopnost podatka o delovni uspeτnosti drugim zaposlenim_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	delovno razmerje		delovno razmerje					dostopne pravice	
DPIA in zbiranje OP na medicinskem aparatu.odt	IP RS | Mnenja IP	Mnenje IP									
DPIA.odt	IP RS | Mnenja IP	Mnenje IP									
DPO - klicni center.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO pri franτizerju_(M)_Meτiå.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO v manjτi zdravstveni ambulatni_Neja.odt	IP RS | Mnenja IP	Mnenje IP			DPO						Zdravstvo
DPO v vrtcu in njegova odgovornost_napotitev_Neja.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO1_EM_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO_(M)_Sironiƒ2.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
DPO_EM_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
e-komunikacija po Zakonu o duτevnem zdravju_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP									Zdravstvo
e-poτta po prenehanju delovnega razmerja_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP	pošta		delovno razmerje						
elektro gorenjska_sklepanje pogodb o obdelavi OP.odt	IP RS | Mnenja IP	Mnenje IP									
email naslovi_Neja.odt	IP RS | Mnenja IP	Mnenje IP									
EMµO tujcev in zakonitost obdelave EMµO_Vanja.odt	IP RS | Mnenja IP	Mnenje IP			EMŠO			zakonitost			
EMµO,davƒna_(EM)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP			EMŠO			davčna številka			
Etnografski muzej_neposredno trºenje in GDPR_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP	GDPR							neposredno trženje	
evidence po Zakonu o τolski prehrani_Vanja.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo							evidence
evidence policije_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						policija			evidence
Facebook -MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP	Facebook								
Fotografiranje gradbiτƒa in nepristojnost_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP			fotografija			pristojnost IP			
fotografiranje in seznam imen otrok v vrtcu_EM_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	otroci		fotografija						
fotografiranje javnih prireditev_Neja.odt	IP RS | Mnenja IP	Mnenje IP			fotografija						
fotografiranje otrok v vrtcu za predstave_(M)_Wondra.odt	IP RS | Mnenja IP	Mnenje IP	otroci		fotografija						
fotografiranje uƒencev na srednji τoli_(EM)_Deljanin.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo	fotografija						
fotografiranje zasebene prireditve_(M)_Wondra.odt	IP RS | Mnenja IP	Mnenje IP			fotografija						
fotokopija osebnih dokumnetov v postopku odkupa zemljiτƒ.odt	IP RS | Mnenja IP	Mnenje IP						kopiranje			
fotokopija potnega lista_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						kopiranje			
GDPR in blockchain tehnologija_(M)_Drev.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
GDPR pojasnila - pravne podalge, droni-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
GDPR pojasnila - pravne podlage in pooblaτƒene oseba za varstvo podatkov-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP	GDPR					pravni temelj			
GDPR pojasnila - privolitve in pooblaτƒene oseba za varstvo podatkov-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
GDPR sploτno_Tina.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
GDPR, DPO_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR		DPO						
GDPR, neposredno trºenje, pravna podlaga_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR					pravni temelj		neposredno trženje	
GDPR, privolitev, soglasje_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR						privolitev		
GDPR, seznanitev z LOP, neposredno trºenje_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR		dostop do podatkov					neposredno trženje	
GDPR, upravnik_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
GDPR,upravnik_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
GDPR_Mateja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
Hlastec_hramba zdravstvene dokumentacije pri IMD ter predloºitev osebne izkaznice_mnenje_Brulc.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov						Zdravstvo
Hofer_privolitev_razliƒni kanali_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
hramba kopije VD_(EM)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov			kopiranje			
hramba op bivτih strank_(EM)_ Kavτek.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov						
hramba OP dijakov in τtudentov za delo po napotnici_(M)_Wondra.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov						
hramba podatkov o krτitvah zaposlenih_(EM)_Benkoviƒ Kraτovec.odt	IP RS | Mnenja IP	Mnenje IP	delovno razmerje		hramba podatkov						
hramba podatkov o pooblaτƒencih na raƒunu - mnenje MLO_(M)_Leitinger Okrτlar.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov						
hramba potrdil o zadrºanosti z dela_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov						
hramba privolitev v digitalizirani obliki_(EM)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov				privolitev		
hramba privolitev_(M)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov				privolitev		
hramba psihometriƒnih testov.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov						
Identifikacija pacienta z osebnim identifikacijskim dokumentom_mnenje_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo							
identifikacija potroτnika na daljavo_(M)_Ratajec.odt	IP RS | Mnenja IP	Mnenje IP									
imenovanje direktorja za DPO_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
imenovanje DPO.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
Imenovanje DPO_Neja.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
Implementation of GDPR in Slovenia_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
informacije glede postopka na FURS_(M)_Benkoviƒ Kraτovec.odt	IP RS | Mnenja IP	Mnenje IP									
informacije o obdelavi OP_(M)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP									
informacije o obdelavi_(M)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP									
Iskanje pogreτanih_(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
izbris diagnoze_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izbris javne objave diplomskega dela_(M)_Wondra.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izbris OP kartice zvestobe.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izbris OP_(EM)_Teliƒ.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izbris v spletnem ƒasniku_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izbris zdr. kartoteke_(EM)_Novak.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izbris ƒlanka v medijih_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP						mediji	pravica do izbrisa		
izdelava izkaznic pri zunanjem izvajalcu_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									
izdelava ocene uƒinka_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP	DPIA								
izdelava ocene uƒinkov in imenovanje DPO_(M)_Meτiå.odt	IP RS | Mnenja IP	Mnenje IP	DPIA		DPO						
izguba zdravstvene kartoteke, inτpekcijski postopek_(EM)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP									Zdravstvo
izjava o soglasju kupca _(EM)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
izjava o soglasju.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
izpis in izbris OP_(EM)_µvab.odt	IP RS | Mnenja IP	Mnenje IP							pravica do izbrisa		
izpis podatkov na banƒnem potrdilu, EMµO na kupoprodajni pogodbi za avto - mnenje MLO.odt	IP RS | Mnenja IP	Mnenje IP			EMŠO						
izterjevalci_Neja.odt	IP RS | Mnenja IP	Mnenje IP									
javna objava odsotnosti zdravnikov.odt	IP RS | Mnenja IP	Mnenje IP			javna objava	 					Zdravstvo
javna objava osebnih podatkov na spletni strani,5.7.2018.odt	IP RS | Mnenja IP	Mnenje IP			javna objava						
javna objava prebivaliτƒa v AJPES_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP			javna objava	 					
javnost glasovanja na seji obƒine_Vanja.odt	IP RS | Mnenja IP	Mnenje IP									
javnost pobude za prekategorizacijo ceste_(EM)_Zrimτek.odt	IP RS | Mnenja IP	Mnenje IP									
kadrovske evidence.odt	IP RS | Mnenja IP	Mnenje IP									evidence
katalog in register po 25.5..odt	IP RS | Mnenja IP	Mnenje IP	register								
kazen iz Italije_pojasnilo IP_Joºe_9.7.18.odt	IP RS | Mnenja IP	Mnenje IP							kazenski postopki		
klicanje ƒakajoƒih pacientov_Vanja.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo							
klub zvestobe in neposredno trºenje.odt	IP RS | Mnenja IP	Mnenje IP			klub zvestobe					neposredno trženje	
Kmeƒka zadruga_mnenje_profiliranje_(M)_Kavτek.odt	IP RS | Mnenja IP	Mnenje IP									
kodeks.odt	IP RS | Mnenja IP	Mnenje IP									
Kodeksi ravnanja_Neja.odt	IP RS | Mnenja IP	Mnenje IP			kodeksi ravnanja						
Komentarji na Facebooku_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	Facebook								
Komercialna poτta_(EM)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP	pošta								
konflikt interesov pooblaτƒene osebe_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
Kontakt avstrijskega Pooblaτƒenca-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
kopija banƒne kartice_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						kopiranje			
kopija Dµ in banƒnega raƒuna ter hramba dokumentacije kandidatov_(EM)_Benkoviƒ Kraτovec.odt	IP RS | Mnenja IP	Mnenje IP			hramba podatkov			kopiranje			
kopije VD_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						kopiranje			
kopiranje dokumentov lobista_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP						kopiranje			
kopiranje dokumentov_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP						kopiranje			
krτitve dijakov_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
Marcelino_dokumentacija na Google Drive_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP						google			
Menjava domene_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
Mnenje gede dajanja kuponov v zameno za osebne podatke_(EM)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
Mnenje glede aplikacije za prikaz problematike urejanja etaºne lastnine in pripadajoƒih zemljiτƒ_(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP			aplikacije						
Mnenje glede brisanja uporabniτkih raƒunov neaktivnih uporabnikov.odt	IP RS | Mnenja IP	Mnenje IP									
Mnenje glede doloƒil internih aktov glede uporabe sluºbenih sredstev _(KM)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP						interni akti			
mnenje glede dopustnosti posredovanja podatkov o τtevilu romskih otrok_avgust2018_(M)_Jerse.odt	IP RS | Mnenja IP	Mnenje IP	otroci		PosredovanjeOP						
Mnenje glede dopustnosti uporabe podatkov o malih kurilnih napravah iz evidence izvajanja dimnikarskih storitev.odt	IP RS | Mnenja IP	Mnenje IP									evidence
Mnenje glede dostopa do podatkov iz evidence prisotnosti zaposlenih _(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP	delovno razmerje							dostopne pravice	evidence
Mnenje glede dostopa do podatkov o porabi elektriƒne energije posameznikov.odt	IP RS | Mnenja IP	Mnenje IP								dostopne pravice	
mnenje glede dostopa in posredovanja podatkov o drzavnih pomoceh_(M)_Jerse.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP					dostopne pravice	
